Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
Reporter,École de Psychologues Praticiens,France,"1,037",25.9,1%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Economics in Bratislava,Slovakia,"6,981",15.1,3%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Academy of Economic Studies of Moldova,Moldova,"6,295",28.2,1%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"University of Education, Lahore",Pakistan,"26,200",29.1,0%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Effat University,Saudi Arabia,"1,625",11.7,16%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Egypt-Japan University of Science and Technology (E-JUST),Egypt,499,7.8,3%,35 : 65,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,ESIC University,Spain,"5,390",15.9,12%,46:54:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidade do Estado do Amazonas,Brazil,"16,879",15.7,0%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidade Estadual do Maranhão,Brazil,"17,984",14.3,0%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Estonian Academy of Arts,Estonia,"1,210",7.1,8%,74:26:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Externado University of Colombia,Colombia,"12,750",9.3,2%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Faisalabad,Pakistan,"6,748",21,2%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Fallujah,Iraq,"5,766",29.4,0%,43:57:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Falmouth University,United Kingdom,"5,145",20.2,15%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Federal University of Alagoas,Brazil,"25,425",15.6,%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Federal University of Paraí­ba (UFPB),Brazil,"30,385",12.3,0%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Financial University under the Government of the Russian Federation,Russian Federation,"14,402",12.2,6%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Finis Terrae University,Chile,"9,683",8.2,2%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Franca,Brazil,"51,473",137.3,0%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Fukushima University,Japan,"3,324",8.6,2%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Full Sail University,United States,"24,451",40.9,3%,31 : 69,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Future University in Egypt,Egypt,"9,097",11.5,9%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,"2,024",20,0%,0.479166667,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Glasgow School of Art,United Kingdom,"2,220",15.9,44%,67:33:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Gloucestershire,United Kingdom,"6,955",17.6,10%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Gomal University,Pakistan,"9,199",25.6,1%,0.847916667,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Government College Women University Faisalabad,Pakistan,"14,633",61.2,0%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"Government College Women University, Sialkot",Pakistan,"8,094",49.4,0%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"The Graduate University for Advanced Studies, SOKENDAI",Japan,491,0.4,32%,29 : 71,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Grodno State Medical University,Belarus,"4,294",7.5,24%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Guildhall School of Music and Drama,United Kingdom,"1,000",5.3,34%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hagoromo University of International Studies,Japan,"1,121",23.9,21%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hakuoh University,Japan,"5,159",41.9,0%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Häme University of Applied Sciences,Finland,"6,336",24.2,7%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Harper Adams University,United Kingdom,"2,220",14.3,9%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hawler Medical University,Iraq,"4,015",6.9,2%,63:37:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Health Sciences University of Hokkaido,Japan,"3,424",9.1,1%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"University of Health Sciences, Turkey",Turkey,"17,322",7.4,4%,34 : 66,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Herzen State Pedagogical University of Russia,Russian Federation,"14,772",13.9,14%,77:23:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of the Highlands and Islands,United Kingdom,"7,140",142.8,12%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hindustan Institute of Technology and Science,India,"6,174",16.1,0%,0.970833333,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hiroshima International University,Japan,"3,765",14.3,0%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hiroshima Shudo University,Japan,"4,777",16.8,0%,38 : 62,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hiroshima Institute of Technology,Japan,"4,627",24.7,0%,0.479166667,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hitotsubashi University,Japan,"6,215",17.3,15%,32 : 68,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hokkaido University of Science,Japan,"4,529",19.8,0%,33 : 67,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Human Development,Iraq,"2,734",16.4,3%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Humanitas University,Italy,"1,038",13.7,19%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Humboldt State University,United States,"6,658",16.7,1%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hyogo University of Teacher Education,Japan,"1,193",7.6,2%,65:35:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Icesi University,Colombia,"6,486",8.2,2%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"The ICFAI University, Jharkhand",India,599,16.6,0%,28 : 72,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,IFHE Hyderabad,India,"7,140",22,0%,39 : 61,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ilam University of Medical Sciences,Iran,"2,502",12.6,3%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ilma University,Pakistan,"3,727",20.6,0%,0.929861111,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Imam Ja’afar Al-Sadiq University,Iraq,"11,690",46,0%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Indira Gandhi Delhi Technical University for Women,India,"2,155",30.4,0%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Innopolis University,Russian Federation,771,9,28%,0.806944444,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Institute of Cancer Research,United Kingdom,195,3,33%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Institute of Telecommunications and Informatics of Turkmenistan,Turkmenistan,"2,868",9.8,0%,0.970833333,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,International Christian University,Japan,"2,941",13.3,13%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ion Mincu University of Architecture and Urbanism,Romania,"2,897",11.9,11%,66:34:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Irkutsk National Research Technical University,Russian Federation,"9,542",10.6,10%,36 : 64,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Israel Technological University,Ecuador,"2,745",40.4,0%,38 : 62,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Istanbul Aydın University,Turkey,"26,421",27.4,12%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Istanbul Bilgi University,Turkey,"11,904",15.9,8%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ivano Frankivsk National Technical University of Oil and Gas,Ukraine,"6,078",9.8,4%,24 : 76,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Jabir ibn Hayyan Medical University,Iraq,"1,167",13.7,0%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Japan University of Economics,Japan,"4,916",26.4,70%,31 : 69,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Jijel,Algeria,"25,634",24.7,0%,72:28:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Jinnah Sindh Medical University,Pakistan,"3,233",11.5,3%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Jouf University,Saudi Arabia,"22,683",9.6,3%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kabardino-Balkarian State University,Russian Federation,"8,660",8.9,13%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kadir Has University,Turkey,"4,982",28.1,4%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kamianets-Podіlskyi Ivan Ohiienko National University,Ukraine,"3,134",7.9,0%,65:35:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kastamonu University,Turkey,"18,867",48.9,16%,72:28:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kathmandu University,Nepal,"4,204",10.7,4%,0.643055556,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kazakh National Pedagogical University Abai,Kazakhstan,"10,434",9.2,4%,83:17:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kazan State Medical University,Russian Federation,"5,485",11.5,23%,64:36:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kazan State Power Engineering University,Russian Federation,"9,769",24.6,3%,33 : 67,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Keisen University,Japan,901,22.5,4%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kemerovo State University,Russian Federation,"10,881",17.6,8%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kenyatta University,Kenya,"42,275",33.3,5%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Kerala,India,"2,642",13.1,1%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Kerbala,Iraq,"23,317",18.9,0%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kermanshah University of Technology,Iran,"2,258",13.7,0%,35 : 65,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Khazar University,Azerbaijan,"2,224",9.9,8%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Khwaja Fareed University of Engineering and Information Technology,Pakistan,"12,540",16.6,0%,39 : 61,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,King Edward Medical University,Pakistan,"3,171",9.8,3%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Kirkuk,Iraq,"22,827",25.3,0%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kitami Institute of Technology,Japan,"2,008",14.4,5%,0.643055556,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kobe Gakuin University,Japan,"11,501",34,1%,38 : 62,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kobe International University,Japan,"1,718",31.8,29%,31 : 69,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kokugakuin University,Japan,"10,298",43.6,1%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Komazawa University,Japan,"15,521",18.8,2%,38 : 62,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Konan University,Japan,"9,065",10.1,1%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Konan Women’s University,Japan,"4,225",24,1%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Konya Technical University,Turkey,"14,015",34.4,4%,25 : 75,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Korea Aerospace University,South Korea,"4,442",18.4,2%,1.011805556,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Kufa,Iraq,"28,179",12.4,0%,65:35:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kursk State Medical University,Russian Federation,"6,508",11.2,32%,66:34:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kütahya Health Sciences University,Turkey,"2,443",7.5,0%,68:32:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kyiv National Economic University,Ukraine,"10,585",9.4,2%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kyoai Gakuen University,Japan,"1,124",19.7,5%,64:36:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kyoto Notre Dame University,Japan,"1,209",11.6,3%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kyoto Prefectural University,Japan,"2,090",14.2,1%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Lagos State University,Nigeria,"26,266",37,0%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,La Salle University,Colombia,"11,344",21.2,1%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Las Américas (UDLA),Ecuador,"12,033",13.3,1%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Leeds Arts University,United Kingdom,"1,770",14.2,12%,77:23:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Leeds Trinity University,United Kingdom,"3,055",21.8,7%,65:35:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Lesya Ukrainka Volyn National University,Ukraine,"8,454",11.9,0%,68:32:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Lincoln University College,Malaysia,"5,737",15.5,49%,45:55:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Liverpool Hope University,United Kingdom,"4,385",15.9,13%,70:30:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Liverpool Institute for Performing Arts,United Kingdom,800,16,24%,57:43:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,The LNM Institute of Information Technology,India,"1,904",20.9,0%,0.806944444,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,London Business School,United Kingdom,"1,780",15.5,91%,37 : 63,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,London Metropolitan University,United Kingdom,"7,540",20.7,42%,65:35:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,London School of Hygiene and Tropical Medicine,United Kingdom,855,1.8,61%,67:33:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Los Lagos,Chile,"5,249",16.9,0%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Lusophone University of Humanities and Technologies,Portugal,"5,717",10.2,24%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Macerata (UNIMC),Italy,"10,346",22.4,4%,73:27:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universiti Malaysia Kelantan,Malaysia,"6,596",18,1%,76:24:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Management Development Institute (MDI),India,898,12.5,0%,1.011805556,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Management & Science University (MSU),Malaysia,"9,196",10.1,18%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Management and Technology,Pakistan,"22,503",23.7,0%,43:57:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Maritime University of Szczecin,Poland,"2,593",24.6,12%,27 : 73,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Mayor,Chile,"20,649",9.7,2%,57:43:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Medellín,Colombia,"10,385",17.2,2%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Meiji Gakuin University,Japan,"12,316",33.6,2%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Meikai University,Japan,"4,075",16.3,16%,45:55:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Middle Technical University,Iraq,"39,336",29.4,0%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Mizoram University,India,"2,870",11,0%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"MNS University of Agriculture, Multan",Pakistan,"3,202",19.3,0%,0.888888889,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Modern University for Business and Science,Lebanon,"1,733",13.9,10%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Monterrey,Mexico,"10,125",29.8,1%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kosygin State University of Russia,Russian Federation,"9,983",12.9,11%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Russian Biotechnological University (BIOTECH),Russian Federation,"4,515",8.3,8%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Moscow State Linguistic University,Russian Federation,"6,317",6.7,6%,71:29:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Moscow State University of Technology (STANKIN),Russian Federation,"4,298",26.9,14%,24 : 76,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Mosul,Iraq,"48,868",12,0%,46:54:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,October University for Modern Sciences and Arts (MSA),Egypt,"12,202",14.2,3%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Mukogawa Women’s University,Japan,"8,440",27,0%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Musashino University,Japan,"8,867",30.4,7%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Mutah University,Jordan,"10,993",15.7,17%,45:55:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Nacional de Chimborazo,Ecuador,"7,235",13.1,1%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nagoya University of Commerce & Business,Japan,"3,469",29.1,9%,0.929861111,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nakhchivan State University,Azerbaijan,"6,770",13.1,7%,40 : 60,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nakhon Ratchasima Rajabhat University,Thailand,"15,126",24.7,1%,70:30:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nara Women’s University,Japan,"2,600",5.9,4%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National Agrarian University La Molina,Peru,"7,759",10.5,1%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National Aviation University,Ukraine,"13,351",9.8,6%,40 : 60,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Indian Institute of Management Mumbai,India,"1,046",16.1,0%,0.684027778,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University Odessa Law Academy,Ukraine,"10,830",19.1,1%,35 : 65,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,The National University of Ostroh Academy,Ukraine,"3,207",8.5,1%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University of Quilmes,Argentina,"33,979",27.9,2%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"National University of Science and Technology, Oman",Oman,"3,765",14.4,17%,63:37:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National Transport University,Ukraine,"7,996",14.2,5%,30 : 70,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University of Mongolia,Mongolia,"20,177",27.9,2%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University of Water and Environmental Engineering,Ukraine,"4,778",10.7,1%,38 : 62,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University “Yuri Kondratyuk Poltava Polytechnic”,Ukraine,"5,174",7.6,9%,26 : 74,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,NED University of Engineering and Technology,Pakistan,"11,962",22.2,0%,38 : 62,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Birmingham Newman University,United Kingdom,"2,450",18.1,12%,77:23:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nihon Pharmaceutical University,Japan,"1,681",19.5,4%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Niigata University of Health and Welfare,Japan,"4,281",18.1,0%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Niigata Prefecture,Japan,"1,118",14.9,2%,78:22:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Northampton,United Kingdom,"9,620",16.4,29%,65:35:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,North-Caucasus Federal University,Russian Federation,"18,009",8.7,9%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Northern Border University,Saudi Arabia,"15,384",10.9,2%,66:34:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Northern Technical University,Iraq,"19,000",23.5,0%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Norwich University of the Arts,United Kingdom,"2,230",15.4,13%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Notre Dame University Louaize,Lebanon,"5,054",12.4,12%,40 : 60,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Nova Gorica,Slovenia,391,3.4,50%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nueva Granada Military University,Colombia,"18,541",10.2,0%,46:54:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,October 6 University,Egypt,"25,910",20,2%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ogarev Mordovia State University,Russian Federation,"11,861",11.1,16%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Okayama Prefectural University,Japan,"1,811",11.3,1%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Université d’Oran 2 Mohamed Ben Ahmed,Algeria,"26,883",28.5,1%,47:53:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Orel State Agrarian University named after N.V. Parahin,Russian Federation,"1,786",11,15%,40 : 60,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,ORT Uruguay University,Uruguay,"4,078",6.5,3%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Osaka University of Economics and Law,Japan,"3,146",35.9,19%,25 : 75,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Osaka Ohtani University,Japan,"3,117",22.9,0%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ostrogradsky National University of Kremenchuk,Ukraine,"3,668",11.8,0%,40 : 60,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Panamericana (UP),Mexico,"14,568",8.5,1%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,"50,501",19.7,1%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Petersburg State Transport University,Russian Federation,"8,674",16.1,12%,34 : 66,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Petra,Jordan,"6,828",22.8,30%,57:43:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Platov South-Russian State Polytechnic University (NPI),Russian Federation,"8,862",16.5,7%,1.011805556,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Plymouth Marjon University,United Kingdom,"1,835",24.5,3%,63:37:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Poltava V.G. Korolenko National Pedagogical University (PNPU),Ukraine,"3,812",5.8,0%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Polytechnic Institute of Setúbal,Portugal,"7,346",16.8,7%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Pontificia Universidad Católica del Ecuador,Ecuador,"23,313",19.1,1%,57:43:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Popular Autónoma del Estado de Puebla,Mexico,"12,015",13.7,2%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Prefectural University of Hiroshima,Japan,"2,684",11.5,3%,63:37:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Prince Mohammad Bin Fahd University,Saudi Arabia,"3,267",14.1,12%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Princess Nourah bint Abdulrahman University,Saudi Arabia,"28,535",12.3,15%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Prince Sultan University (PSU),Saudi Arabia,"4,772",24.6,15%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"University of Professional Studies, Accra",Ghana,"13,730",43.6,0%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Prydniprovska State Academy of Civil Engineering and Architecture,Ukraine,"3,133",6.1,5%,40 : 60,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Puthisastra,Cambodia,"1,800",5.7,0%,57:43:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Pyatigorsk State University,Russian Federation,"3,784",13.4,2%,71:29:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Queen Margaret University,United Kingdom,"3,885",19.9,32%,76:24:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Rajamangala University of Technology Lanna,Thailand,"14,151",12.3,1%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ravensbourne,United Kingdom,"2,415",24.2,27%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Rawalpindi Medical University,Pakistan,"3,004",9.3,2%,71:29:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ritsumeikan Asia Pacific University (APU),Japan,"5,403",24.9,52%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,The Rockefeller University,United States,239,2,33%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Rose Bruford College,United Kingdom,665,22.2,19%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Rostov State University of Economics,Russian Federation,"20,109",22.9,4%,68:32:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Royal Academy of Music,United Kingdom,870,10.2,47%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Royal Agricultural University,United Kingdom,"1,070",19.5,13%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"Royal Central School of Speech and Drama, University of London",United Kingdom,990,16.5,35%,67:33:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Royal College of Art,United Kingdom,"2,160",24,73%,67:33:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Royal College of Music,United Kingdom,795,9.9,55%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Royal Conservatoire of Scotland,United Kingdom,"1,190",10.3,37%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Royal Northern College of Music,United Kingdom,860,11.5,31%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Russian University of State for Social (RUSS),Russian Federation,"16,309",37.2,18%,64:36:00,n/a,n/a,n/a,n/a,n/a,n/a
